65.531,29.464,79.989,45.637
50.511,10.195,1.4267,85.436
46.943,0.77441,86.717,4.6934
46.061,59.536,40.25,52.997
13.048,6.2075,18.445,47.449
55.138,97.818,50.886,83.863
84.602,68.518,15.993,87.524
78.387,28.929,59.532,89.829
49.075,50.809,28.73,48.411
53.81,78.589,90.594,75.684
48.057,84.277,35.225,17.536
22.975,26.79,85.892,13.467
82.328,88.796,53.618,73.17
1.0567,51.894,66.292,82.444
39.103,73.141,26.48,96.445
29.895,54.287,39.606,25.287
17.755,12.689,54.685,43.723
93.066,90.168,83.779,98.319
35.745,6.7455,5.7025,14.254
80.687,69.899,97.236,81.644
64.905,77.437,17.123,64.838
38.356,71.754,96.92,18.262
4.939,68.781,97.53,65.7
52.529,99.947,76.27,79.91
61.836,67.718,43.652,57.159
65.798,71.528,90.181,71.703
11.911,11.372,73.678,84.189
20.2,63.585,14.709,26.373
99.645,91.855,85.114,60.067
59.331,66.778,14.067,52.142
97.962,18.789,7.0659,90.651
27.339,79.188,64.547,4.9241
61.369,76.159,63.204,93.14
90.325,34.873,55.658,29.716
14.044,36.528,71.275,48.704
42.355,39.738,74.271,9.6112
75.941,82.923,5.8176,51.684
88.143,58.122,61.681,96.629
20.503,16.085,11.847,72.228
13.715,8.0729,69.766,5.7663
3.3905,12.341,26.808,77.698
35.822,96.129,82.674,57.669
81.993,32.958,71.615,75.405
38.063,55.215,61.863,16.102
50.892,85.764,92.587,94.54
92.546,45.221,71.927,9.1304
4.3007,57.789,66.655,17.364
62.886,65.866,41.802,85.509
78.146,3.3753,75.627,33.935
53.019,9.8657,36.266,20.433
96.613,74.504,16.313,44.787
83.977,63.417,40.855,94.244
27.568,18.17,69.7,19.867
39.414,95.188,97.855,45.952
7.5441,34.266,21.865,3.1769
58.9,96.993,80.7,97.752
59.775,5.848,60.805,50.331
4.1289,18.273,4.8324,45.079
80.431,2.5218,86.983,21.782
65.085,66.517,61.233,7.1868
90.595,51.677,27.359,92.493
92.085,80.627,77.601,78.026
2.0829,98.627,64.32,66.4
12.444,77.17,47.134,81.422
21.705,70.323,98.516,18.073
87.84,4.4818,69.343,67.793
82.247,96.743,11.361,23.886
57.267,58.903,88.825,41.586
28.144,97.405,47.937,10.658
85.477,21.219,99.911,56.251
63.484,92.61,44.886,16.451
34.806,53.071,35.303,39.838
49.921,89.15,46.274,53.486
37.865,74.752,10.834,49.923
40.927,11.034,67.664,93.909
73.13,41.315,73.005,32.136
4.6348,8.9385,37.36,7.4681
87.422,14.619,70.664,88.788
23.821,4.5707,86.095,60.266
97.34,55.796,90.952,97.358
10.56,17.187,23.328,62.93
25.779,5.4433,52.814,92.664
16.274,41.642,63.25,90.349
41.905,49.59,68.454,62.399
69.508,21.781,96.743,48.152
3.9234,20.213,39.192,27.637
64.051,76.258,75.472,89.08
51.875,61.163,7.3531,15.696
95.621,91.346,56.936,26.914
91.954,61.379,8.2249,56.076
34.292,45.407,69.101,99.269
23.748,38.085,84.819,2.0784
26.084,93.925,80.347,1.8408
97.585,99.608,37.826,13.82
2.5494,21.332,32.37,42.658
42.135,98.828,66.839,1.3427
28.627,94.697,20.59,0.083107
8.897,26.136,13.995,31.475
31.946,11.602,25.069,22.945
12.037,39.994,28.163,37.46
3.5581,65.717,87.566,77.45
91.56,38.614,18.154,90.786
16.188,74.335,2.896,24.611
71.602,47.254,9.9278,52.391
66.631,56.934,20.156,38.889
91.108,31.475,93.083,88.466
25.396,52.788,35.765,86.212
54.419,82.745,87.239,43.807
24.673,14.27,3.7212,66.505
9.8518,64.379,25.922,65.143
78.64,73.946,35.702,74.375
47.6,52.629,33.477,42
77.894,20.475,10.487,55.151
47.094,4.9817,62.889,39.571
37.454,44.425,59.892,71.104
93.665,27.161,55.248,37.017
96.831,30.721,65.049,72.829
45.526,47.868,27.187,25.018
99.376,28.621,12.483,21.45
41.705,67.468,29.268,98.763
83.718,95.548,8.3059,76.643
19.087,69.326,32.136,79.696
39.526,14.218,48.333,18.925
44.536,49.897,30.924,74.229
70.161,57.328,95.349,59.94
58.288,53.878,3.0829,94.425
39.777,6.8433,73.261,53.867
33.48,60.053,99.03,19.223
51.07,56.014,65.493,78.383
82.68,73.55,94.827,77.092
85.761,8.4668,58.187,6.2855
54.883,35.533,76.739,32.813
95.014,7.62,62.676,55.709
88.393,86.713,26.727,26.741
41.308,16.499,60.076,58.163
19.818,83.416,67.177,11.047
94.608,31.518,16.737,35.008
60.829,47.574,31.489,55.375
40.414,66.179,98.004,33.402
13.334,85.724,11.738,51.374
94.42,27.666,79.639,52.571
0.22571,23.106,80.107,69.519
63.984,53.557,88.596,17.234
22.387,38.367,59.164,13.157
71.341,10.858,93.772,71.82
44.992,85.248,20.455,56.645
31.41,44.965,41.424,12.157
19.706,15.624,83.318,54.96
41.196,43.565,22.731,27.341
10.793,47.247,83.229,68.67
17.633,21.524,25.318,63.668
79.119,6.3479,36.692,10.468
49.516,97.611,42.65,35.435
89.577,72.516,12.022,44.27
20.354,54.122,28.486,88.181
75.003,91.046,77.191,28.819
8.3008,19.589,3.9708,54.291
29.288,42.375,33.054,41.212
70.601,22.557,70.313,73.496
33.83,80.335,38.411,75.794
44.043,36.395,82.771,3.864
33.223,33.92,2.5105,59.268
16.695,72.776,75.803,98.73
92.95,68.463,74.676,96.911
45.789,59.358,29.842,41.948
87.556,29.639,32.683,4.0889
74.774,45.824,56.458,32.351
90.224,23.266,60.618,67.526
57.53,30.263,2.1746,62.144
74.584,41.935,84.624,60.678
8.6032,93.185,2.4742,8.8673
71.837,62.668,15.112,19.63
33.536,89.864,9.2485,77.939
3.2333,82.417,45.924,51.762
1.6121,24.531,34.509,29.948
32.014,39.354,34.887,69.118
54.576,13.423,46.892,82.573
